zone,state_group,year,crop,area_ha,production_tonnes,yield_hg_ha,rainfall_mm_annual,temp_avg_celsius,humidity_pct,solar_radiation,latitude,longitude,fertilizer_n_kg,fertilizer_p_kg,fertilizer_k_kg,fertilizer_total_kg,fertilizer_n_kg_zone,fertilizer_p_kg_zone,fertilizer_k_kg_zone,fertilizer_total_kg_zone,fertilizer_kg_ha,wb_fertilizer_kg_ha,agric_gdp_share,rural_population,palm_area_kha,palm_production_kmt,palm_dom_consumption_kmt,palm_exports_kmt,palm_imports_kmt,palm_ending_stocks_kmt,cassava_usda_area_kha,cassava_usda_production_kmt,cassava_usda_exports_kmt
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2023,Maize,1610000,3360000,20870,1035.8,27.462338268777764,56.594951641595266,20.51456641861657,9.0,7.5,295000000,98000000,24500000,417500000,82600000.0,27440000.0,6860000.0,116900000.0,72.61,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2000,Oil palm fruit,228000,592000,25965,1043.5,27.17397599057155,55.123208064296755,20.610638737852526,9.0,7.5,128000000,42000000,12000000,182000000,10240000.0,3360000.0,960000.0,14560000.0,63.86,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2001,Oil palm fruit,230400,608000,26389,1016.1,27.888645716063188,53.820047749439915,20.803693808015325,9.0,7.5,132000000,44000000,13000000,189000000,10560000.0,3520000.0,1040000.0,15120000.0,65.62,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2002,Oil palm fruit,232800,632000,27148,1042.8,27.965647334010782,49.56453934017606,21.096739963024447,9.0,7.5,138000000,46000000,14000000,198000000,11040000.0,3680000.0,1120000.0,15840000.0,68.04,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2003,Oil palm fruit,236000,648000,27458,1052.7,27.537620174797016,55.5052580749828,20.840189660820243,9.0,7.5,142000000,48000000,14500000,204500000,11360000.0,3840000.0,1160000.0,16360000.0,69.32,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2004,Oil palm fruit,240000,672000,28000,1109.5,27.246484375270768,55.44622882304121,19.795044925297375,9.0,7.5,148000000,50000000,15000000,213000000,11840000.0,4000000.0,1200000.0,17040000.0,71.0,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2005,Oil palm fruit,244000,680000,27869,1064.9,27.36978167230721,58.94918813148577,20.17091074217158,9.0,7.5,155000000,52000000,15500000,222500000,12400000.0,4160000.0,1240000.0,17800000.0,72.95,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2006,Oil palm fruit,248000,688000,27742,832.8,26.58611878024262,50.362974593733355,20.343898409090908,9.0,7.5,162000000,54000000,16000000,232000000,12960000.0,4320000.0,1280000.0,18560000.0,74.84,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2007,Oil palm fruit,252000,704000,27937,1336.4,26.9165420606833,56.79661095214213,20.430266866026365,9.0,7.5,168000000,56000000,16500000,240500000,13440000.0,4480000.0,1320000.0,19240000.0,76.35,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2008,Oil palm fruit,256000,728000,28438,1153.8,28.01573134763239,54.30202632496148,21.215275861739194,9.0,7.5,175000000,58000000,17000000,250000000,14000000.0,4640000.0,1360000.0,20000000.0,78.12,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2009,Oil palm fruit,262400,744000,28354,1230.4,27.45449830147177,62.590959205312295,19.97544533107426,9.0,7.5,182000000,60000000,17500000,259500000,14560000.0,4800000.0,1400000.0,20760000.0,79.12,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2010,Oil palm fruit,268000,760000,28358,1173.2,27.953735630246996,58.54433535560757,19.730462639215936,9.0,7.5,190000000,63000000,18000000,271000000,15200000.0,5040000.0,1440000.0,21680000.0,80.9,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2011,Oil palm fruit,272000,776000,28529,934.4,26.33379289164226,58.30536349215608,20.57051026984724,9.0,7.5,198000000,66000000,18500000,282500000,15840000.0,5280000.0,1480000.0,22600000.0,83.09,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2012,Oil palm fruit,276000,800000,28986,1161.8,27.83358993104009,55.14341005269586,20.913236812086563,9.0,7.5,210000000,70000000,19500000,299500000,16800000.0,5600000.0,1560000.0,23960000.0,86.81,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2013,Oil palm fruit,278400,816000,29310,1081.0,27.53132222973238,55.74196525142411,19.81136789881248,9.0,7.5,225000000,75000000,20500000,320500000,18000000.0,6000000.0,1640000.0,25640000.0,92.1,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2014,Oil palm fruit,280000,816000,29143,1248.5,27.57379304993794,61.285866236289046,21.126289101488457,9.0,7.5,240000000,80000000,21500000,341500000,19200000.0,6400000.0,1720000.0,27320000.0,97.57,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2015,Oil palm fruit,281600,824000,29261,1131.1,27.03054880576813,62.04461035158502,20.001871999210174,9.0,7.5,265000000,88000000,23000000,376000000,21200000.0,7040000.0,1840000.0,30080000.0,106.82,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2016,Oil palm fruit,284000,832000,29296,1264.7,27.30495168679568,56.53338925929249,20.761794891837376,9.0,7.5,280000000,93000000,24000000,397000000,22400000.0,7440000.0,1920000.0,31760000.0,111.83,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2017,Oil palm fruit,286400,848000,29609,1208.8,27.751636052416472,56.597292466778065,21.43844359377242,9.0,7.5,295000000,98000000,25000000,418000000,23600000.0,7840000.0,2000000.0,33440000.0,116.76,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2018,Oil palm fruit,288800,856000,29640,1076.1,27.015315557496464,60.4531226086451,20.28043275176399,9.0,7.5,310000000,103000000,26000000,439000000,24800000.0,8240000.0,2080000.0,35120000.0,121.61,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2019,Oil palm fruit,292000,872000,29863,1143.4,27.60130055976509,59.488177219793364,21.45904868969088,9.0,7.5,320000000,107000000,27000000,454000000,25600000.0,8560000.0,2160000.0,36320000.0,124.38,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2020,Oil palm fruit,294400,872000,29620,933.3,27.71580977996273,53.741832261269145,20.20571542205146,9.0,7.5,315000000,105000000,26500000,446500000,25200000.0,8400000.0,2120000.0,35720000.0,121.33,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2021,Oil palm fruit,296000,888000,30000,1118.3,27.268660532745038,58.13421783133446,20.822395689505242,9.0,7.5,325000000,108000000,27500000,460500000,26000000.0,8640000.0,2200000.0,36840000.0,124.46,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2022,Oil palm fruit,297600,896000,30108,1223.0,27.487701743115647,54.796519490008734,20.831872711118496,9.0,7.5,310000000,103000000,26000000,439000000,24800000.0,8240000.0,2080000.0,35120000.0,118.01,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2023,Oil palm fruit,299200,912000,30481,1035.8,27.462338268777764,56.594951641595266,20.51456641861657,9.0,7.5,295000000,98000000,24500000,417500000,23600000.0,7840000.0,1960000.0,33400000.0,111.63,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2000,Rice (paddy),462000,726000,15714,1043.5,27.17397599057155,55.123208064296755,20.610638737852526,9.0,7.5,128000000,42000000,12000000,182000000,28160000.0,9240000.0,2640000.0,40040000.0,86.67,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2001,Rice (paddy),470800,750200,15935,1016.1,27.888645716063188,53.820047749439915,20.803693808015325,9.0,7.5,132000000,44000000,13000000,189000000,29040000.0,9680000.0,2860000.0,41580000.0,88.32,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2002,Rice (paddy),479600,770000,16055,1042.8,27.965647334010782,49.56453934017606,21.096739963024447,9.0,7.5,138000000,46000000,14000000,198000000,30360000.0,10120000.0,3080000.0,43560000.0,90.83,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2003,Rice (paddy),484000,770000,15909,1052.7,27.537620174797016,55.5052580749828,20.840189660820243,9.0,7.5,142000000,48000000,14500000,204500000,31240000.0,10560000.0,3190000.0,44990000.0,92.95,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2004,Rice (paddy),488400,792000,16216,1109.5,27.246484375270768,55.44622882304121,19.795044925297375,9.0,7.5,148000000,50000000,15000000,213000000,32560000.0,11000000.0,3300000.0,46860000.0,95.95,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2005,Rice (paddy),495000,836000,16889,1064.9,27.36978167230721,58.94918813148577,20.17091074217158,9.0,7.5,155000000,52000000,15500000,222500000,34100000.0,11440000.0,3410000.0,48950000.0,98.89,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2006,Rice (paddy),501600,880000,17544,832.8,26.58611878024262,50.362974593733355,20.343898409090908,9.0,7.5,162000000,54000000,16000000,232000000,35640000.0,11880000.0,3520000.0,51040000.0,101.75,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2007,Rice (paddy),508200,924000,18182,1336.4,26.9165420606833,56.79661095214213,20.430266866026365,9.0,7.5,168000000,56000000,16500000,240500000,36960000.0,12320000.0,3630000.0,52910000.0,104.11,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2008,Rice (paddy),514800,968000,18803,1153.8,28.01573134763239,54.30202632496148,21.215275861739194,9.0,7.5,175000000,58000000,17000000,250000000,38500000.0,12760000.0,3740000.0,55000000.0,106.84,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2009,Rice (paddy),521400,990000,18987,1230.4,27.45449830147177,62.590959205312295,19.97544533107426,9.0,7.5,182000000,60000000,17500000,259500000,40040000.0,13200000.0,3850000.0,57090000.0,109.49,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2010,Rice (paddy),528000,1034000,19583,1173.2,27.953735630246996,58.54433535560757,19.730462639215936,9.0,7.5,190000000,63000000,18000000,271000000,41800000.0,13860000.0,3960000.0,59620000.0,112.92,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2011,Rice (paddy),534600,1078000,20165,934.4,26.33379289164226,58.30536349215608,20.57051026984724,9.0,7.5,198000000,66000000,18500000,282500000,43560000.0,14520000.0,4070000.0,62150000.0,116.26,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2012,Rice (paddy),541200,1122000,20732,1161.8,27.83358993104009,55.14341005269586,20.913236812086563,9.0,7.5,210000000,70000000,19500000,299500000,46200000.0,15400000.0,4290000.0,65890000.0,121.75,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2013,Rice (paddy),547800,1100000,20080,1081.0,27.53132222973238,55.74196525142411,19.81136789881248,9.0,7.5,225000000,75000000,20500000,320500000,49500000.0,16500000.0,4510000.0,70510000.0,128.71,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2014,Rice (paddy),554400,1144000,20635,1248.5,27.57379304993794,61.285866236289046,21.126289101488457,9.0,7.5,240000000,80000000,21500000,341500000,52800000.0,17600000.0,4730000.0,75130000.0,135.52,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2015,Rice (paddy),561000,1188000,21176,1131.1,27.03054880576813,62.04461035158502,20.001871999210174,9.0,7.5,265000000,88000000,23000000,376000000,58300000.0,19360000.0,5060000.0,82720000.0,147.45,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2016,Rice (paddy),567600,1232000,21705,1264.7,27.30495168679568,56.53338925929249,20.761794891837376,9.0,7.5,280000000,93000000,24000000,397000000,61600000.0,20460000.0,5280000.0,87340000.0,153.88,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2017,Rice (paddy),574200,1276000,22222,1208.8,27.751636052416472,56.597292466778065,21.43844359377242,9.0,7.5,295000000,98000000,25000000,418000000,64900000.0,21560000.0,5500000.0,91960000.0,160.15,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2018,Rice (paddy),580800,1320000,22727,1076.1,27.015315557496464,60.4531226086451,20.28043275176399,9.0,7.5,310000000,103000000,26000000,439000000,68200000.0,22660000.0,5720000.0,96580000.0,166.29,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2019,Rice (paddy),587400,1342000,22846,1143.4,27.60130055976509,59.488177219793364,21.45904868969088,9.0,7.5,320000000,107000000,27000000,454000000,70400000.0,23540000.0,5940000.0,99880000.0,170.04,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2020,Rice (paddy),589600,1364000,23134,933.3,27.71580977996273,53.741832261269145,20.20571542205146,9.0,7.5,315000000,105000000,26500000,446500000,69300000.0,23100000.0,5830000.0,98230000.0,166.6,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2021,Rice (paddy),594000,1386000,23333,1118.3,27.268660532745038,58.13421783133446,20.822395689505242,9.0,7.5,325000000,108000000,27500000,460500000,71500000.0,23760000.0,6050000.0,101310000.0,170.56,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2022,Rice (paddy),598400,1408000,23529,1223.0,27.487701743115647,54.796519490008734,20.831872711118496,9.0,7.5,310000000,103000000,26000000,439000000,68200000.0,22660000.0,5720000.0,96580000.0,161.4,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2023,Rice (paddy),602800,1452000,24088,1035.8,27.462338268777764,56.594951641595266,20.51456641861657,9.0,7.5,295000000,98000000,24500000,417500000,64900000.0,21560000.0,5390000.0,91850000.0,152.37,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2000,Sorghum,864000,1296000,15000,1043.5,27.17397599057155,55.123208064296755,20.610638737852526,9.0,7.5,128000000,42000000,12000000,182000000,23040000.0,7560000.0,2160000.0,32760000.0,37.92,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2001,Sorghum,873000,1332000,15258,1016.1,27.888645716063188,53.820047749439915,20.803693808015325,9.0,7.5,132000000,44000000,13000000,189000000,23760000.0,7920000.0,2340000.0,34020000.0,38.97,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2002,Sorghum,882000,1404000,15918,1042.8,27.965647334010782,49.56453934017606,21.096739963024447,9.0,7.5,138000000,46000000,14000000,198000000,24840000.0,8280000.0,2520000.0,35640000.0,40.41,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2003,Sorghum,885600,1440000,16260,1052.7,27.537620174797016,55.5052580749828,20.840189660820243,9.0,7.5,142000000,48000000,14500000,204500000,25560000.0,8640000.0,2610000.0,36810000.0,41.57,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2004,Sorghum,891000,1476000,16566,1109.5,27.246484375270768,55.44622882304121,19.795044925297375,9.0,7.5,148000000,50000000,15000000,213000000,26640000.0,9000000.0,2700000.0,38340000.0,43.03,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2005,Sorghum,894600,1512000,16900,1064.9,27.36978167230721,58.94918813148577,20.17091074217158,9.0,7.5,155000000,52000000,15500000,222500000,27900000.0,9360000.0,2790000.0,40050000.0,44.77,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2006,Sorghum,900000,1548000,17200,832.8,26.58611878024262,50.362974593733355,20.343898409090908,9.0,7.5,162000000,54000000,16000000,232000000,29160000.0,9720000.0,2880000.0,41760000.0,46.4,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2007,Sorghum,903600,1566000,17331,1336.4,26.9165420606833,56.79661095214213,20.430266866026365,9.0,7.5,168000000,56000000,16500000,240500000,30240000.0,10080000.0,2970000.0,43290000.0,47.91,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
North Central,"Benue, Niger, Plateau, Kogi, Kwara, Nasarawa, FCT",2008,Sorghum,907200,1602000,17659,1153.8,28.01573134763239,54.30202632496148,21.215275861739194,9.0,7.5,175000000,58000000,17000000,250000000,31500000.0,10440000.0,3060000.0,45000000.0,49.6,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
